1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.998113788484118691e-01,1.925585691613052736e-02,0.000000000000000000e+00
9.992455829195189265e-01,3.850444961520346071e-02,0.000000000000000000e+00
9.983028147723504997e-01,5.773851620110703742e-02,0.000000000000000000e+00
9.969834119511675752e-01,7.695079941944195367e-02,0.000000000000000000e+00
9.952878469042560905e-01,9.613404897799769644e-02,0.000000000000000000e+00
9.932167268701908025e-01,1.152810238667709708e-01,0.000000000000000000e+00
9.907707937315199942e-01,1.343844946773697924e-01,0.000000000000000000e+00
9.879509238358109569e-01,1.534372459216439277e-01,0.000000000000000000e+00
9.847581277839808633e-01,1.724320783493784592e-01,0.000000000000000000e+00
9.811935501858256581e-01,1.913618112648824421e-01,0.000000000000000000e+00
9.772584693826450453e-01,2.102192848422994031e-01,0.000000000000000000e+00
9.729542971368504434e-01,2.289973624394602836e-01,0.000000000000000000e+00
9.682825782884288968e-01,2.476889329100923076e-01,0.000000000000000000e+00
9.632449903781246103e-01,2.662869129141897107e-01,0.000000000000000000e+00
9.578433432371862288e-01,2.847842492263438219e-01,0.000000000000000000e+00
9.520795785435177683e-01,3.031739210418208375e-01,0.000000000000000000e+00
9.459557693440587833e-01,3.214489422801657947e-01,0.000000000000000000e+00
9.394741195432085856e-01,3.396023638861004335e-01,0.000000000000000000e+00
9.326369633570980033e-01,3.576272761274715273e-01,0.000000000000000000e+00
9.254467647335035130e-01,3.755168108899940016e-01,0.000000000000000000e+00
9.179061167371863617e-01,3.932641439685208296e-01,0.000000000000000000e+00
9.100177409004324147e-01,4.108624973545577652e-01,0.000000000000000000e+00
9.017844865385582498e-01,4.283051415197271505e-01,0.000000000000000000e+00
8.932093300301401362e-01,4.455853976948703776e-01,0.000000000000000000e+00
8.842953740617173208e-01,4.626966401444628230e-01,0.000000000000000000e+00
8.750458468367106057e-01,4.796322984359995822e-01,0.000000000000000000e+00
8.654641012482930940e-01,4.963858597039932374e-01,0.000000000000000000e+00
8.555536140159436531e-01,5.129508709082075679e-01,0.000000000000000000e+00
8.453179847854068729e-01,5.293209410857336872e-01,0.000000000000000000e+00
8.347609351917814058e-01,5.454897435964969343e-01,0.000000000000000000e+00
8.238863078854520294e-01,5.614510183617619221e-01,0.000000000000000000e+00
8.126980655205801041e-01,5.771985740951874888e-01,0.000000000000000000e+00
8.012002897058628781e-01,5.927262905259587100e-01,0.000000000000000000e+00
7.893971799172723181e-01,6.080281206135061955e-01,0.000000000000000000e+00
7.772930523724822516e-01,6.230980927533008584e-01,0.000000000000000000e+00
7.648923388666933887e-01,6.379303129731900279e-01,0.000000000000000000e+00
7.521995855695667865e-01,6.525189671197199059e-01,0.000000000000000000e+00
7.392194517829786538e-01,6.668583230338679391e-01,0.000000000000000000e+00
7.259567086593120555e-01,6.809427327155844756e-01,0.000000000000000000e+00
7.124162378800047435e-01,6.947666344765207613e-01,0.000000000000000000e+00
6.986030302940782200e-01,7.083245550802986790e-01,0.000000000000000000e+00
6.845221845163776964e-01,7.216111118696515447e-01,0.000000000000000000e+00
6.701789054852609340e-01,7.346210148797444051e-01,0.000000000000000000e+00
6.555785029794812813e-01,7.473490689369559625e-01,0.000000000000000000e+00
6.407263900940189938e-01,7.597901757423823899e-01,0.000000000000000000e+00
6.256280816746255802e-01,7.719393359392976439e-01,0.000000000000000000e+00
6.102891927108581305e-01,7.837916511637810224e-01,0.000000000000000000e+00
5.947154366873904641e-01,7.953423260776997239e-01,0.000000000000000000e+00
5.789126238934045876e-01,8.065866703832071938e-01,0.000000000000000000e+00
5.628866596898784991e-01,8.175201008178972772e-01,0.000000000000000000e+00
5.466435427346031384e-01,8.281381431297270002e-01,0.000000000000000000e+00
5.301893631647792704e-01,8.384364340307984831e-01,0.000000000000000000e+00
5.135303007370610739e-01,8.484107231290664020e-01,0.000000000000000000e+00
4.966726229249363023e-01,8.580568748370135390e-01,0.000000000000000000e+00
4.796226829733503116e-01,8.673708702563134310e-01,0.000000000000000000e+00
4.623869179105054017e-01,8.763488090374772499e-01,0.000000000000000000e+00
4.449718465167898374e-01,8.849869112134575166e-01,0.000000000000000000e+00
4.273840672508151806e-01,8.932815190061610400e-01,0.000000000000000000e+00
4.096302561325667058e-01,9.012290986048002717e-01,0.000000000000000000e+00
3.917171645836984850e-01,9.088262419149920612e-01,0.000000000000000000e+00
3.736516172250337053e-01,9.160696682774911448e-01,0.000000000000000000e+00
3.554405096313597578e-01,9.229562261554274949e-01,0.000000000000000000e+00
3.370908060436387799e-01,9.294828947888947868e-01,0.000000000000000000e+00
3.186095370387866943e-01,9.356467858157215822e-01,0.000000000000000000e+00
3.000037971572068751e-01,9.414451448572376258e-01,0.000000000000000000e+00
2.812807424882989293e-01,9.468753530678304386e-01,0.000000000000000000e+00
2.624475882141994454e-01,9.519349286470731863e-01,0.000000000000000000e+00
2.435116061120482234e-01,9.566215283131890290e-01,0.000000000000000000e+00
2.244801220151115273e-01,9.609329487366027323e-01,0.000000000000000000e+00
2.053605132331331740e-01,9.648671279323192129e-01,0.000000000000000000e+00
1.861602059323250735e-01,9.684221466098568154e-01,0.000000000000000000e+00
1.668866724754497488e-01,9.715962294794517895e-01,0.000000000000000000e+00
1.475474287224903258e-01,9.743877465132432247e-01,0.000000000000000000e+00
1.281500312924467866e-01,9.767952141601397020e-01,0.000000000000000000e+00
1.087020747868417958e-01,9.788172965130618186e-01,0.000000000000000000e+00
8.921118897556502836e-02,9.804528064272522991e-01,0.000000000000000000e+00
6.968503594573124960e-02,9.817007065883406325e-01,0.000000000000000000e+00
5.013130721427436209e-02,9.825601105288481740e-01,0.000000000000000000e+00
3.055772080504783397e-02,9.830302835918216520e-01,0.000000000000000000e+00
1.097201829125063824e-02,9.831106438402816838e-01,0.000000000000000000e+00
-8.618038195952956726e-03,9.828007629111809029e-01,0.000000000000000000e+00
-2.820466899170121985e-02,9.821003668125682928e-01,0.000000000000000000e+00
-4.778007995362144184e-02,9.810093366626664313e-01,0.000000000000000000e+00
-6.733646554891505043e-02,9.795277093695761161e-01,0.000000000000000000e+00
-8.686601197126986307e-02,9.776556782503359466e-01,0.000000000000000000e+00
-1.063609002864762260e-01,9.753935935880769792e-01,0.000000000000000000e+00
-1.258133096055718547e-01,9.727419631260273425e-01,0.000000000000000000e+00
-1.452154202842877440e-01,9.697014524971423466e-01,0.000000000000000000e+00
-1.645594171475155409e-01,9.662728855881517198e-01,0.000000000000000000e+00
-1.838374927374641643e-01,9.624572448368406974e-01,0.000000000000000000e+00
-2.030418505841215249e-01,9.582556714614043347e-01,0.000000000000000000e+00
-2.221647084965849006e-01,9.536694656207413967e-01,0.000000000000000000e+00
-2.411983018737719475e-01,9.487000865045832620e-01,0.000000000000000000e+00
-2.601348870329728835e-01,9.433491523523831468e-01,0.000000000000000000e+00
-2.789667445546532565e-01,9.376184403999265893e-01,0.000000000000000000e+00
-2.976861826418669699e-01,9.315098867526565574e-01,0.000000000000000000e+00
-3.162855404925886127e-01,9.250255861847479499e-01,0.000000000000000000e+00
-3.347571916832260408e-01,9.181677918630037905e-01,0.000000000000000000e+00
-3.530935475615257779e-01,9.109389149946894859e-01,0.000000000000000000e+00
-3.712870606470370927e-01,9.033415243984658227e-01,0.000000000000000000e+00
-3.893302280372540336e-01,8.953783459976292214e-01,0.000000000000000000e+00
-4.072155948175108509e-01,8.870522622349163999e-01,0.000000000000000000e+00
-4.249357574726619902e-01,8.783663114081818879e-01,0.000000000000000000e+00
-4.424833672985370447e-01,8.693236869263130107e-01,0.000000000000000000e+00
