[-5.46906519, -0.250788033, -204.25325]	1
[-5.2939229, -0.833953559, -192.353653]	1
[-5.2939229, -0.833953559, -192.353653]	1
[-2.1634474999999997, 1.196808241, -204.688863]	3
[-2.65985489, 1.63075185, -214.821777]	1
[-2.65985489, 1.63075185, -214.821777]	1
[-2.24842072, 1.30871654, -200.035843]	1
[-2.24842072, 1.30871654, -200.035843]	1
[-1.58206689, 0.650956333, -199.208969]	1
[-1.58206689, 0.650956333, -199.208969]	1
[-5.46972179, 0.112629294, -186.752625]	1
[-5.46972179, 0.112629294, -186.752625]	1
[-3.37307858, 1.48579407, -190.993652]	1
[-3.37307858, 1.48579407, -190.993652]	1
[-10.3500023, 6.07772255, -204.971466]	1
[-10.3500023, 6.07772255, -204.971466]	1
[-2.82131356, 4.8599935175, -194.260342]	4
[-2.08931398, 4.05292368, -196.348206]	1
[-2.08931398, 4.05292368, -196.348206]	1
[-2.0057416, 6.81973648, -205.654938]	1
[-2.0057416, 6.81973648, -205.654938]	1
[-2.945647, 2.36082482, -189.636887]	1
[-2.945647, 2.36082482, -189.636887]	1
[-4.24455166, 6.20648909, -185.401337]	1
[-4.24455166, 6.20648909, -185.401337]	1
[-17.8152924, 9.58150005, -204.433258]	1
[-17.8152924, 9.58150005, -204.433258]	1
[-5.703673818, 10.146781064, -200.5162536]	5
[-9.84242916, 7.03657007, -195.222794]	1
[-9.84242916, 7.03657007, -195.222794]	1
[-2.64651126, 7.578014375, -203.07457699999998]	2
[-3.70191026, 7.94476414, -203.162704]	1
[-3.70191026, 7.94476414, -203.162704]	1
[-1.59111226, 7.21126461, -202.98645]	1
[-1.59111226, 7.21126461, -202.98645]	1
[-8.26842213, 13.9385624, -205.723526]	1
[-8.26842213, 13.9385624, -205.723526]	1
[-5.11449528, 14.6027441, -195.485794]	1
[-5.11449528, 14.6027441, -195.485794]	1
[-2.59813309, -4.581707, 144.966888]	1
[-2.59813309, -4.581707, 144.966888]	1
[3.502831850799999, 4.171557453642309, -201.68261019230766]	26
[2.9267365226, 0.9389819779799998, -203.27704266666666]	15
[1.2243018684285711, -1.173903275757143, -204.8912615714286]	7
[0.463682592, -2.37184262, -205.174332]	1
[0.463682592, -2.37184262, -205.174332]	1
[3.45127046, -2.6443128600000003, -208.518837]	2
[3.80628419, -2.92346311, -215.42923]	1
[3.80628419, -2.92346311, -215.42923]	1
[3.09625673, -2.36516261, -201.608444]	1
[3.09625673, -2.36516261, -201.608444]	1
[0.6927957, 0.3510288432333333, -207.50903333333335]	3
[1.37157524, -0.1887943, -207.505661]	1
[1.37157524, -0.1887943, -207.505661]	1
[0.14696224, 1.33376586, -215.460953]	1
[0.14696224, 1.33376586, -215.460953]	1
[0.55984962, -0.0918850303, -199.560486]	1
[0.55984962, -0.0918850303, -199.560486]	1
[-0.874497533, -1.60994112, -189.499725]	1
[-0.874497533, -1.60994112, -189.499725]	1
[5.05195093, -1.1320034399999999, -203.5872575]	2
[5.21361017, -2.57476258, -199.232239]	1
[5.21361017, -2.57476258, -199.232239]	1
[4.89029169, 0.3107557, -207.942276]	1
[4.89029169, 0.3107557, -207.942276]	1
[2.35766381, 4.8159127250000004, -203.40593725000002]	4
[2.5524588799999997, 3.218428375, -208.744217]	2
[2.7290709, 2.04260254, -206.591843]	1
[2.7290709, 2.04260254, -206.591843]	1
[2.37584686, 4.39425421, -210.896591]	1
[2.37584686, 4.39425421, -210.896591]	1
[1.31285763, 6.99428082, -199.647751]	1
[1.31285763, 6.99428082, -199.647751]	1
[3.01287985, 5.83251333, -196.487564]	1
[3.01287985, 5.83251333, -196.487564]	1
[7.8981888300000005, 2.65120429, -197.05927250000002]	2
[7.88748455, 1.98700631, -205.511627]	1
[7.88748455, 1.98700631, -205.511627]	1
[7.90889311, 3.31540227, -188.606918]	1
[7.90889311, 3.31540227, -188.606918]	1
[14.11214875, -0.8685966724999999, -192.85145599999998]	2
[11.7361555, -1.11802864, -196.32663]	1
[11.7361555, -1.11802864, -196.32663]	1
[16.488142, -0.619164705, -189.376282]	1
[16.488142, -0.619164705, -189.376282]	1
[2.1053647535333333, 10.679217496666666, -200.9877014444444]	9
[0.41020216036, 9.010181144, -200.97062079999998]	5
[-0.06602272873333333, 8.51716916, -204.910604]	3
[0.723887682, 7.30854559, -206.850632]	1
[0.723887682, 7.30854559, -206.850632]	1
[-0.967297196, 8.76362038, -212.125351]	1
[-0.967297196, 8.76362038, -212.125351]	1
[0.0453413278, 9.47934151, -195.755829]	1
[0.0453413278, 9.47934151, -195.755829]	1
[0.397952318, 8.13124084, -188.824692]	1
[0.397952318, 8.13124084, -188.824692]	1
[1.85112667, 11.3681574, -201.2966]	1
[1.85112667, 11.3681574, -201.2966]	1
[8.95018864, 8.11618805, -191.718338]	1
[8.95018864, 8.11618805, -191.718338]	1
[0.6700352949999999, 14.61321685, -210.9755935]	2
[1.12476027, 12.714076, -213.509445]	1
[1.12476027, 12.714076, -213.509445]	1
[0.21531032, 16.5123577, -208.441742]	1
[0.21531032, 16.5123577, -208.441742]	1
[6.60701275, 13.71943, -190.366684]	1
[6.60701275, 13.71943, -190.366684]	1
[4.570368054999999, -10.93132212, 145.290459]	2
[4.570368054999999, -10.93132212, 145.290459]	2
[2.63176394, -13.0174828, 148.247391]	1
[2.63176394, -13.0174828, 148.247391]	1
[6.50897217, -8.84516144, 142.333527]	1
[6.50897217, -8.84516144, 142.333527]	1
[6.870910618837837, 6.160163822432432, 140.48550537837835]	37
[4.973652374736842, 3.252706264473684, 141.91604694736841]	19
[6.266850948333333, 0.021358887500000017, 139.73550400000002]	6
[5.00985622, -0.765526772, 147.830093]	1
[5.00985622, -0.765526772, 147.830093]	1
[7.644874335000001, -1.25277853, 140.1542435]	2
[7.08065939, -1.3039732, 139.015793]	1
[7.08065939, -1.3039732, 139.015793]	1
[8.20908928, -1.20158386, 141.292694]	1
[8.20908928, -1.20158386, 141.292694]	1
[5.767166933333333, 1.1330790523333334, 136.758148]	3
[4.65020657, 0.440791607, 136.487289]	1
[4.65020657, 0.440791607, 136.487289]	1
[6.325647115000001, 1.479222775, 136.8935775]	2
[6.08962917, 1.13401365, 138.169479]	1
[6.08962917, 1.13401365, 138.169479]	1
[6.56166506, 1.8244319, 135.617676]	1
[6.56166506, 1.8244319, 135.617676]	1
[2.2563694699999997, 4.270949206666667, 143.6146215]	6
[0.8027682300000001, 3.590518715, 145.84106450000002]	2
[0.8027682300000001, 3.590518715, 145.84106450000002]	2
[1.20425558, 3.71058321, 140.3526]	1
[1.20425558, 3.71058321, 140.3526]	1
[0.40128088, 3.47045422, 151.329529]	1
[0.40128088, 3.47045422, 151.329529]	1
[3.0683852399999996, 4.274138215000001, 141.63000449999998]	2
[3.10721278, 4.17374182, 137.525253]	1
[3.10721278, 4.17374182, 137.525253]	1
[3.0295577, 4.37453461, 145.734756]	1
[3.0295577, 4.37453461, 145.734756]	1
[2.89795494, 4.94819069, 143.3727955]	2
[2.89820099, 4.8119092, 136.810059]	1
[2.89820099, 4.8119092, 136.810059]	1
[2.89770889, 5.08447218, 149.935532]	1
[2.89770889, 5.08447218, 149.935532]	1
[6.194296087142857, 5.149652922857143, 142.32916271428573]	7
[5.605090855, 3.1420165300000003, 145.878441]	2
[4.86605501, 2.49148893, 143.881668]	1
[4.86605501, 2.49148893, 143.881668]	1
[6.3441267, 3.79254413, 147.875214]	1
[6.3441267, 3.79254413, 147.875214]	1
[5.02480189, 6.124393779999999, 145.04012566666665]	3
[5.81344986, 5.48821735, 140.593277]	1
[5.81344986, 5.48821735, 140.593277]	1
[4.630477904999999, 6.442481995, 147.26355]	2
[4.470191, 6.11434555, 146.754761]	1
[4.470191, 6.11434555, 146.754761]	1
[4.79076481, 6.77061844, 147.772339]	1
[4.79076481, 6.77061844, 147.772339]	1
[8.537742614999999, 5.69517803, 134.71344]	2
[8.02868176, 4.85840416, 134.370758]	1
[8.02868176, 4.85840416, 134.370758]	1
[9.04680347, 6.5319519, 135.056122]	1
[9.04680347, 6.5319519, 135.056122]	1
[13.503313706666667, 3.0161054925, 138.4645181666667]	6
[10.6848202, -0.858970165, 139.465225]	1
[10.6848202, -0.858970165, 139.465225]	1
[10.26121617, 4.020234585, 131.23568699999998]	2
[9.85471344, 2.80740261, 128.428085]	1
[9.85471344, 2.80740261, 128.428085]	1
[10.6677189, 5.23306656, 134.043289]	1
[10.6677189, 5.23306656, 134.043289]	1
[16.604209899999997, 3.638377983333333, 142.95016999999999]	3
[15.22326185, 3.1897537700000003, 140.4413605]	2
[14.6444073, 2.21802902, 138.127686]	1
[14.6444073, 2.21802902, 138.127686]	1
[15.8021164, 4.16147852, 142.755035]	1
[15.8021164, 4.16147852, 142.755035]	1
[19.366106, 4.53562641, 147.967789]	1
[19.366106, 4.53562641, 147.967789]	1
[5.748949646700001, 12.336405187, 138.09123839999998]	10
[3.81658626, 9.65486717, 150.949005]	1
[3.81658626, 9.65486717, 150.949005]	1
[6.311529, 11.055906299999998, 138.4532343333333]	6
[5.331262586666667, 10.882030499999999, 134.76425166666667]	3
[5.49569368, 10.1148024, 135.758789]	1
[5.49569368, 10.1148024, 135.758789]	1
[4.22356701, 10.9585733, 137.627975]	1
[4.22356701, 10.9585733, 137.627975]	1
[6.27452707, 11.5727158, 130.905991]	1
[6.27452707, 11.5727158, 130.905991]	1
[7.291795413333333, 11.2297821, 142.142217]	3
[7.54291582, 10.4814091, 134.86203]	1
[7.54291582, 10.4814091, 134.86203]	1
[7.16623521, 11.6039686, 145.7823105]	2
[7.03400612, 12.1095066, 143.183136]	1
[7.03400612, 12.1095066, 143.183136]	1
[7.2984643, 11.0984306, 148.381485]	1
[7.2984643, 11.0984306, 148.381485]	1
[0.798683167, 15.4539223, 135.707352]	1
[0.798683167, 15.4539223, 135.707352]	1
[7.50252652, 15.9599123, 131.76831049999998]	2
[7.84357023, 14.5355568, 129.86792]	1
[7.84357023, 14.5355568, 129.86792]	1
[7.16148281, 17.3842678, 133.668701]	1
[7.16148281, 17.3842678, 133.668701]	1
[10.607459535, 12.33197879, 144.929657]	2
[9.25965977, 9.37438488, 142.634323]	1
[9.25965977, 9.37438488, 142.634323]	1
[11.9552593, 15.2895727, 147.224991]	1
[11.9552593, 15.2895727, 147.224991]	1
